"序号","时间戳","帧类型","帧格式","CAN类型","ID","状态","数据长度","数据内容"
"2117","11:12:22.485","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2118","11:12:22.485","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 53 84 18 15 21 1F"
"2119","11:12:22.485","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2120","11:12:22.485","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 54 84 28 15 21 1F"
"2121","11:12:22.485","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2122","11:12:22.485","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 58 84 28 15 21 1F"
"2123","11:12:22.506","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2124","11:12:22.506","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 5E 84 48 13 21 1F"
"2125","11:12:22.506","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2126","11:12:22.506","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 62 84 68 11 21 1F"
"2127","11:12:22.506","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2128","11:12:22.506","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 70 84 68 0C 21 1F"
"2129","11:12:22.506","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2130","11:12:22.506","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 71 84 68 0C 21 1F"
"2131","11:12:22.506","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2132","11:12:22.506","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 74 84 68 0C 21 1F"
"2133","11:12:22.506","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2134","11:12:22.506","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 93 84 18 13 21 1F"
"2135","11:12:22.517","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2136","11:12:22.517","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 98 84 18 13 21 1F"
"2137","11:12:22.517","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2138","11:12:22.517","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 9C 84 48 13 21 1F"
"2139","11:12:22.517","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2140","11:12:22.517","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 A2 84 58 12 21 1F"
"2141","11:12:22.517","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2142","11:12:22.517","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 A6 84 38 11 21 1F"
"2143","11:12:22.517","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2144","11:12:22.517","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 A9 84 58 11 21 1F"
"2145","11:12:22.517","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2146","11:12:22.517","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 AD 84 48 10 21 1F"
"2147","11:12:22.517","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2148","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 B1 84 58 0F 21 1F"
"2149","11:12:22.528","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2150","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 B2 84 58 0F 21 1F"
"2151","11:12:22.528","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2152","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 B8 84 48 0F 21 1F"
"2153","11:12:22.528","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2154","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 BB 84 58 0F 21 1F"
"2155","11:12:22.528","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2156","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 BF 84 48 0F 21 1F"
"2157","11:12:22.528","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2158","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 C2 84 58 0F 21 1F"
"2159","11:12:22.528","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2160","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 C2 84 58 0F 21 1F"
"2161","11:12:22.528","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2162","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 C6 84 38 0F 21 1F"
"2163","11:12:22.528","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2164","11:12:22.528","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 CA 84 58 10 21 1F"
"2165","11:12:22.539","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2166","11:12:22.539","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 CF 84 28 10 21 1F"
"2167","11:12:22.539","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2168","11:12:22.539","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 D3 84 38 11 21 1F"
"2169","11:12:22.539","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2170","11:12:22.539","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 D7 84 38 11 21 1F"
"2171","11:12:22.539","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2172","11:12:22.539","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 DA 84 28 11 21 1F"
"2173","11:12:22.539","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2174","11:12:22.539","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 DD 84 28 12 21 1F"
"2175","11:12:22.539","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2176","11:12:22.539","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 E3 84 48 10 21 1F"
"2177","11:12:22.539","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2178","11:12:22.539","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 E6 84 28 10 21 1F"
"2179","11:12:22.539","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2180","11:12:22.539","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 EA 84 48 10 21 1F"
"2181","11:12:22.550","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2182","11:12:22.550","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 EE 84 48 10 21 1F"
"2183","11:12:22.550","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2184","11:12:22.550","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 EF 84 48 10 21 1F"
"2185","11:12:22.550","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2186","11:12:22.550","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 F2 84 48 0F 21 1F"
"2187","11:12:22.550","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2188","11:12:22.550","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 F8 84 58 0E 21 1F"
"2189","11:12:22.550","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2190","11:12:22.550","标准帧","数据帧","CAN","0x0","接收成功","8","11 B1 FC 84 58 0E 21 1F"
"2191","11:12:22.550","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2192","11:12:22.550","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 00 84 48 0E 21 1F"
"2193","11:12:22.550","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2194","11:12:22.550","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 03 84 28 0F 21 1F"
"2195","11:12:22.550","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2196","11:12:22.550","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 07 84 18 10 21 1F"
"2197","11:12:22.561","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2198","11:12:22.561","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 0C 84 28 11 21 1F"
"2199","11:12:22.561","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2200","11:12:22.561","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 12 84 38 10 21 1F"
"2201","11:12:22.561","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2202","11:12:22.561","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 16 84 58 11 21 1F"
"2203","11:12:22.561","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2204","11:12:22.561","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 17 84 38 11 21 1F"
"2205","11:12:22.561","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2206","11:12:22.561","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 1A 84 28 11 21 1F"
"2207","11:12:22.561","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2208","11:12:22.561","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 20 84 28 13 21 1F"
"2209","11:12:22.572","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2210","11:12:22.572","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 23 84 28 12 21 1F"
"2211","11:12:22.572","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2212","11:12:22.572","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 29 84 38 14 21 1F"
"2213","11:12:22.572","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2214","11:12:22.572","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 2A 84 38 14 21 1F"
"2215","11:12:22.572","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2216","11:12:22.572","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 2F 84 38 12 21 1F"
"2217","11:12:22.572","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2218","11:12:22.572","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 34 84 48 13 21 1F"
"2219","11:12:22.572","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2220","11:12:22.572","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 3B 84 48 11 21 1F"
"2221","11:12:22.572","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2222","11:12:22.572","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 3E 84 58 11 21 1F"
"2223","11:12:22.572","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2224","11:12:22.572","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 3F 84 58 11 21 1F"
"2225","11:12:22.583","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2226","11:12:22.583","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 44 84 58 0F 21 1F"
"2227","11:12:22.583","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2228","11:12:22.583","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 50 84 68 0F 21 1F"
"2229","11:12:22.583","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2230","11:12:22.583","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 56 84 48 0F 21 1F"
"2231","11:12:22.583","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2232","11:12:22.583","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 5B 84 28 0F 21 1F"
"2233","11:12:22.594","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2234","11:12:22.594","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 61 84 18 11 21 1F"
"2235","11:12:22.594","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2236","11:12:22.594","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 67 84 08 12 21 1F"
"2237","11:12:22.594","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2238","11:12:22.594","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 6D 84 28 13 21 1F"
"2239","11:12:22.594","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2240","11:12:22.594","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 7A 84 48 12 21 1F"
"2241","11:12:22.605","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2242","11:12:22.605","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 7C 84 68 11 21 1F"
"2243","11:12:22.616","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2244","11:12:22.616","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 84 84 68 0F 21 1F"
"2245","11:12:22.616","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2246","11:12:22.616","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 A3 84 08 14 21 1F"
"2247","11:12:22.616","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2248","11:12:22.616","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 A7 83 F8 15 21 1F"
"2249","11:12:22.616","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2250","11:12:22.616","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 AC 84 18 16 21 1F"
"2251","11:12:22.616","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2252","11:12:22.616","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 AC 84 18 16 21 1F"
"2253","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2254","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 B0 84 08 16 21 1F"
"2255","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2256","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 B7 84 48 13 21 1F"
"2257","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2258","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 BC 84 68 11 21 1F"
"2259","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2260","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 C0 84 78 0F 21 1F"
"2261","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2262","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 C0 84 78 0F 21 1F"
"2263","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2264","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 C4 84 78 0E 21 1F"
"2265","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2266","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 C7 84 68 0D 21 1F"
"2267","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2268","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 C8 84 68 0D 21 1F"
"2269","11:12:22.626","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2270","11:12:22.626","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 CC 84 78 0D 21 1F"
"2271","11:12:22.637","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2272","11:12:22.637","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 D0 84 58 0C 21 1F"
"2273","11:12:22.637","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2274","11:12:22.637","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 D6 84 48 0D 21 1F"
"2275","11:12:22.637","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2276","11:12:22.637","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 D9 84 28 0E 21 1F"
"2277","11:12:22.637","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2278","11:12:22.637","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 DD 84 28 0F 21 1F"
"2279","11:12:22.637","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2280","11:12:22.637","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 E0 84 38 10 21 1F"
"2281","11:12:22.637","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2282","11:12:22.637","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 E3 84 18 11 21 1F"
"2283","11:12:22.637","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2284","11:12:22.637","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 E8 84 08 12 21 1F"
"2285","11:12:22.637","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2286","11:12:22.637","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 EC 84 08 13 21 1F"
"2287","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2288","11:12:22.647","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 ED 83 F8 13 21 1F"
"2289","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2290","11:12:22.647","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 F1 84 08 14 21 1F"
"2291","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2292","11:12:22.647","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 F4 84 18 15 21 1F"
"2293","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2294","11:12:22.647","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 F5 84 18 14 21 1F"
"2295","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2296","11:12:22.647","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 FA 84 38 13 21 1F"
"2297","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2298","11:12:22.647","标准帧","数据帧","CAN","0x0","接收成功","8","11 B2 FF 84 58 12 21 1F"
"2299","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2300","11:12:22.647","标准帧","数据帧","CAN","0x0","接收成功","8","11 B3 00 84 58 11 21 1F"
"2301","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
"2302","11:12:22.647","标准帧","数据帧","CAN","0x0","接收成功","8","11 B3 03 84 68 10 21 1F"
"2303","11:12:22.647","标准帧","数据帧","CAN","0x201","发送成功","4","00 00 80 3F"
